textID,text,selected_text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km�),Density (P/Km�)
9de58e1b43,: Am sad i got no money on my phone. Ahh well  lly Mitchel ****,sad,negative,noon,60-70,Saudi Arabia,34813871,2149690,16
b35f6a7408," haha. not sure what local is to you, but if i was then you`d have to fight me for it!","haha. not sure what local is to you, but if i was then you`d have to fight me for it!",neutral,night,70-100,Senegal,16743927,192530,87
4034294a60,#followfriday     follow these ppl ... they are interesting ..  doesnt tweet much though,l ... they are interesting ..  doesnt tweet much tho,positive,morning,0-20,Serbia,8737371,87460,100
6675c7dfb6,  Now I need to find the Keynote one! At least I know where to go! #ScreenCastsOnline,Now I need to find the Keynote one! At least I know where to go! #ScreenCastsOnline,neutral,noon,21-30,Seychelles,98347,460,214
592bff4a07,wish my nicky were home too,wish my nicky were home too,neutral,night,31-45,Sierra Leone,7976983,72180,111
b24bca21ef,No gas PLUS no money = Desperation!!!   and that`s the word of the day!  http://twitpic.com/66zls,Desperation!!!,negative,morning,46-60,Singapore,5850342,700,8358
5714d8c2c3,  Goodnight.,Goodnight,positive,noon,60-70,Slovakia,5459642,48088,114
32923ec8af,I`m loving the humidity right now...great for the skin....another love that won`t last,loving,positive,night,70-100,Slovenia,2078938,20140,103
bcb2863df2," if I do that, I`ll have no pc","if I do that, I`ll have no pc",neutral,morning,0-20,Solomon Islands,686884,2.80E+04,25
c3abca2045, That sucks majorly...hhhmmmnnn...I`m thinking...I would`ve said the self tanner or a really good concealer...I`m stuck,That sucks,negative,noon,21-30,Somalia,15893222,627340,25
2e7d0e050b, I don`t see why not,I don`t see why not,neutral,night,31-45,South Africa,59308690,1213090,49
a75db4a56f, awe thank you!!  good morning to you aswell!!,thank you!,positive,morning,46-60,South Korea,51269185,97230,527
1dd4e7aaaf,N now the end to another wise great nite! Excuse me while I dream a little dream,great,positive,noon,60-70,South Sudan,11193725,610952,18
5ec2937912, probably the coooolest thing we`ve ever done,coooolest,positive,night,70-100,Spain,46754778,498800,94
cafd25492a,_nichole i miss my earrings  lol you should let me know when your close by,miss,negative,morning,0-20,Sri Lanka,21413249,62710,341
fcdf7115ee,_Von_Abe  I have no idea!! but all white?? weird!! but not bad,_Von_Abe  I have no idea!! but all white?? weird!! but not bad,neutral,noon,21-30,Sudan,43849260,1765048,25
94e123b6dd,Good morning world!  haha had fun at the movies last night ;D and school now... Hmm new shoes make it better  http://tinyurl.com/dfggwj,fun,positive,night,31-45,Suriname,586632,156000,4
8431b4fea8,"got back from the party...suprisingly awesome, NEED to dance more often! overall, awesome night","awesome,",positive,morning,46-60,Sweden,10099265,410340,25
62e6477a4c, did not understand anything you said,did not understand anything you said,neutral,noon,60-70,Switzerland,8654622,3.95E+04,219
a5f7a94717," Depends where your drinking, what your drinking, and how many mates you have. Joke fails","Depends where your drinking, what your drinking, and how many mates you have. Joke fails",neutral,night,70-100,Syria,17500658,183630,95
05f6e08bf9,will deplurk too. buhbyeee  http://plurk.com/p/rp3ir,will deplurk too. buhbyeee  http://plurk.com/p/rp3ir,neutral,morning,0-20,Tajikistan,9537645,139960,68
3e0e15133c," Oh, I forget things you see. Ahah. I hated that! It creeped me out.",hated,negative,noon,21-30,Tanzania,59734218,885800,67
900f178ec3,"In a lazy sunday; just had a very late lunch,and forget to buy PR,we`re on page 16","In a lazy sunday; just had a very late lunch,and forget to buy PR,we`re on page 16",neutral,night,31-45,Thailand,69799978,510890,137
3ee72dff08, looking forward to the show tonight. Can`t wait for ol mate  to,looking forward to the show tonight. Can`t wait for ol mate  to,neutral,morning,46-60,Timor-Leste,1318445,14870,89
a13f1ded20, voting has closed,voting has closed,neutral,noon,60-70,Togo,8278724,54390,152
6db360ca0f,Fish and chips for din dins,Fish and chips for din dins,neutral,night,70-100,Tonga,105695,720,147
19d057f13d,"* News Flash * MegaRedPacket, Your Instant Internet Empire (Early Bird Launch) check this DEAL out   http://mega-redpacket.com","* News Flash * MegaRedPacket, Your Instant Internet Empire (Early Bird Launch) check this DEAL out   http://mega-redpacket.com",neutral,morning,0-20,Trinidad and Tobago,1399488,5130,273
3090167782,"Going for a walk in Nï¿½mme to test out new hiking equipment: telescopic trekking poles, boots, coolmax socks","Going for a walk in Nï¿½mme to test out new hiking equipment: telescopic trekking poles, boots, coolmax socks",neutral,noon,21-30,Tunisia,11818619,155360,76
e738f6af0b,Yukky  Rainy Friday,Yukky  Rainy Friday,negative,night,31-45,Turkey,84339067,7.70E+05,110
d7557e3f2a,"Prayin for dad  in Wellington, FL http://loopt.us/F8_Jqg.t (via ).  I too live in welly. May i pray f.. http://bit.ly/lB9SN",Prayin,positive,morning,46-60,Turkmenistan,6031200,469930,13
1d02e071ee,Figuring out how this Twitter thing works,Figuring out how this Twitter thing works,neutral,noon,60-70,Tuvalu,11792,30,393
7406292103,Going to bed now  *thinks I Twitter WAY too much*,Going to bed now  *thinks I Twitter WAY too much*,neutral,night,70-100,Uganda,45741007,199810,229
258618fe03, Ja  Deze is interessanter - Why text messages are limited to 160 characters - http://tr.im/kpgg,s interessanter,positive,morning,0-20,Ukraine,43733762,579320,75
4f16f25451,"Google Adsense Income down by 6% in this months Payment, Indian Govt Happy for $ Falling, Publishers Sad","Google Adsense Income down by 6% in this months Payment, Indian Govt Happy for $ Falling, Publishers Sad",neutral,noon,21-30,United Arab Emirates,9890402,83600,118
7e380417bd,"me, here again!","me, here again!",neutral,night,31-45,United Kingdom,67886011,241930,281
3d04c2b61d, all the best for your IB exams Carl. I hope you don`t find them too difficult and that they go well for you.,hope,positive,morning,46-60,United States of America,331002651,9147420,36
a891fa0eea, thanks lady.... bummer for sure.,thanks,positive,noon,60-70,Uruguay,3473730,175020,20
ef2ad73798," ok sweet! and whenever u want, I am stuck in bed all weekend","t, I am stuck in",negative,night,70-100,Uzbekistan,33469203,425400,79
5f9fe2fbde, I work at the group home,I work at the group home,neutral,morning,0-20,Vanuatu,307145,1.22E+04,25
6fcc651a1c," hahaha, as cartoon mascots go, the virl.com monster has some very nice details... a good shadow + realistic tonsils.",a good shadow + realistic tonsils.,positive,noon,21-30,Venezuela,28435940,882050,32
78864e96c0,i miss my brother.  12 more days till he gets bac to tennessee. he said he was singing 'find my way bac to tennessee' today. haha.,i miss my brother.  12 more days till he gets bac to tennessee. he said he was singing 'find my way bac to tennessee' today. haha.,neutral,night,31-45,Vietnam,97338579,310070,314
10c1f302a6,Maybe going apartment shopping with Ashley?,Maybe going apartment shopping with Ashley?,neutral,morning,46-60,Yemen,29825964,527970,56
d5f9adc8e1,just found out i wont know my uni results for this year until 17th july at the earliest!!!! hate the wait,hate the wait,negative,noon,60-70,Zambia,18383955,743390,25
1e8b41fd8a,8am math final wish me luck,wish me luck,positive,night,70-100,Zimbabwe,14862924,386850,38
556f187ce7," omggg, how were the 'crazy cobras' i wantewd to see them when they were in London","omggg, how were the 'crazy cobras' i wantewd to see them when they were in London",neutral,morning,0-20,Afghanistan,38928346,652860,60
b07815d0d9,is currently watching supernatural whilst waiting for skins to come on,is currently watching supernatural whilst waiting for skins to come on,neutral,noon,21-30,Albania,2877797,27400,105
8994865218,Last song .. then I really have to go  ? http://blip.fm/~5jbvo,Last song .. then I really have to go,neutral,night,31-45,Algeria,43851044,2381740,18
b0ba6734a3,just got on twitter. no friends to add!  none of my friends are in twitter,just got on twitter. no friends to add!  none of my friends are in twitter,neutral,morning,46-60,Andorra,77265,470,164
f818349ab8,"Great day yesterday. Good win for Forest, some celebratory `staying up` drinks, a trip to an unsuccesful bbq and ï¿½1.50 Stellas in Scream","Great day yesterday. Good win for Forest, some celebratory `staying up` drinks, a trip to an unsuccesful bbq and ï¿½1.50 Stellas in Scream",neutral,noon,60-70,Angola,32866272,1246700,26
77d57de7c8,"Is going to attempt to cook chunky beef & mushroom pie tonight  mmm, i`m hungry already!","Is going to attempt to cook chunky beef & mushroom pie tonight  mmm, i`m hungry already!",neutral,night,70-100,Antigua and Barbuda,97929,440,223
71eb2e4bff,"Sheena Othman Happy Mother`s Day to all mothers in the world......  I`m yet to experience the joy of being a m.. 31: Sorry, but you ha ...","Sheena Othman Happy Mother`s Day to all mothers in the world......  I`m yet to experience the joy of being a m.. 31: Sorry, but you ha ...",neutral,morning,0-20,Argentina,45195774,2736690,17
ba9274b5d5," oh my gosh, loved it!",loved it!,positive,noon,21-30,Armenia,2963243,28470,104
52baecd545,: first impression is that it`s considerably  slower to boot than 2008  #beta1,first impression is that it`s considerably  slower,negative,night,31-45,Australia,25499884,7682300,3
c900200584,i miss !! she`s gone for the WHOOLLLLEEEE weekend!!! boo hoo,miss,negative,morning,46-60,Austria,9006398,8.24E+04,109
4ee95a4d85,A post on my Warhammer blog for anyone interested  http://bit.ly/Uwl7M,A post on my Warhammer blog for anyone interested  http://bit.ly/Uwl7M,neutral,noon,60-70,Azerbaijan,10139177,82658,123
8e3a7cf371,says HAPPY MOTHER`S DAY!  http://plurk.com/p/sv70e,HAPPY,positive,night,70-100,Bahamas,393244,10010,39
9.51E+25, Is it culture day? Love it. I`m telling you graf culture in the study,Love,positive,morning,0-20,Bahrain,1701575,760,2239
1d52e04157,First time I`m going home early  sucks to b single no one to call,sucks,negative,noon,21-30,Bangladesh,164689383,130170,1265
cea5382685, I hope to see you soon again,hope,positive,night,31-45,Barbados,287375,430,668
27a39da558," Oh, I`m so sorry. I feel your pain. I can`t kill them either, and I`m always the one that finds them. Why is that?",feel,negative,morning,46-60,Belarus,9449323,202910,47
ceb29e2788,"a slightly less disturbed night, after a while, which is a Good Thing. Looking forward to some quality time with my toadtastic boy","a slightly less disturbed night, after a while, which is a Good Thing. Looking forward to some quality time with my toadtastic boy",neutral,noon,60-70,Belgium,11589623,30280,383
b7d4f08524, that`s cold,that`s cold,neutral,night,70-100,Belize,397628,22810,17
9f00b80383,back home. man im hungry. getting ready..shopping,back home. man im hungry. getting ready..shopping,neutral,morning,0-20,Benin,12123200,112760,108
41b84cfa3a, hotness personified,hotness personified,positive,noon,21-30,Bhutan,771608,3.81E+04,20
ce7169efb0,Just got back.,Just got back.,neutral,night,31-45,Bolivia,11673021,1083300,11
18d6fc9271,At Home,At Home,neutral,morning,46-60,Bosnia and Herzegovina,3280819,51000,64
24ae2fcb0b, http://twitpic.com/624qo - but a brown snake bit my duck named Elvis  anyway ahaha Elvis is soo cutee!! And so is Nicho ...,o cutee,positive,noon,60-70,Botswana,2351627,566730,4
e4d238fdad, Ohhhh I don`t know ;) an older mature lady?,Ohhhh I don`t know ;) an older mature lady?,neutral,night,70-100,Brazil,212559417,8358140,25
287ee3ef3e,My purple pusrse is pretty  someone tell Katie Holmes!,pretty,positive,morning,0-20,Brunei,437479,5270,83
209b5a01b5,need more songs to download. suggestions? ill take anything,need more songs to download. suggestions? ill take anything,neutral,noon,21-30,Bulgaria,6948445,108560,64
dcd74022d7, It`s Star Wars day?! Urgh I`m gonna have to get the videos out,Urgh,negative,night,31-45,Burkina Faso,20903273,273600,76
3b7adf6a54,"Good morning Tweepsland! Makin` it a great Monday! Huge shout out to all my followers .. muah, muah! I appreciate you all",Good morning Tweepsland! Makin` it a great Monday!,positive,morning,46-60,Burundi,11890784,25680,463
971622e1e9,Dinner with the family. Watching wild child in the car,Dinner with the family. Watching wild child in the car,neutral,noon,60-70,C�te d'Ivoire,26378274,318000,83
446ad869e8,Someone in UNITED STATES liked Eleminis http://tinyurl.com/dhlq5t,Someone in UNITED STATES liked Eleminis http://tinyurl.com/dhlq5t,neutral,night,70-100,Cabo Verde,555987,4.03E+03,138
620b802c17,is about to go buy his mother a mother`s day gift,is about to go buy his mother a mother`s day gift,neutral,morning,0-20,Cambodia,16718965,176520,95
06e703018b,_GiiGgl3z lmao ight im dun wit the faces lmao id rather see urs tho  lol,lmao ight im dun wit the faces lmao id rather see urs tho  lol,neutral,noon,21-30,Cameroon,26545863,472710,56
5cd4e18051, you`re missing the devil wears prada!!!!! sad...,sad.,negative,night,31-45,Canada,37742154,9093510,4
a219793f12,_asher better.  That wasn`t one of my better summaries,better.,positive,morning,46-60,Central African Republic,4829767,622980,8
6f0c0ff0b3,Finally going home! Its been a long night.. Ready to crash and have awesome dreams,awesome,positive,noon,60-70,Chad,16425864,1259200,13
0fde86617a, lol after this weekend yea ur right  text me cause im goin to 3rd and they dont have computers there  bye bye,lol,positive,night,70-100,Chile,19116201,743532,26
8106d4c6fa,        _beckett Thanks so much !,beckett Thanks,positive,morning,0-20,China,1439323776,9388211,153
73744b70c3,"hi everyone, hoping all of you have a good week",good,positive,noon,21-30,Colombia,50882891,1109500,46
